comp_cd,proc_cd,siz_width,siz_height,min_qty,unit_price,grade,authority_source
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,10,3000,71000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량3000] + B02 면적격자[10][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,10,4000,92000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량4000] + B02 면적격자[10][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,10,5000,113000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량5000] + B02 면적격자[10][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,10,6000,134000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량6000] + B02 면적격자[10][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,10,7000,155000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량7000] + B02 면적격자[10][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,10,8000,176000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량8000] + B02 면적격자[10][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,10,9000,197000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량9000] + B02 면적격자[10][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,10,10000,218000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량10000] + B02 면적격자[10][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,200,12200,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량200] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,300,14300,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량300] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,400,16400,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량400] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,500,18500,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량500] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,600,20600,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량600] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,700,22700,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량700] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,800,24800,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량800] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,900,26900,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량900] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,1000,29000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량1000] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,2000,50000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량2000] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,3000,71000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량3000] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,4000,92000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량4000] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,5000,113000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량5000] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,6000,134000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량6000] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,7000,155000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량7000] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,8000,176000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량8000] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,9000,197000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량9000] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,20,10000,218000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량10000] + B02 면적격자[10][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,200,12200,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량200] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,300,14300,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량300] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,400,16400,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량400] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,500,18500,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량500] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,600,20600,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량600] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,700,22700,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량700] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,800,24800,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량800] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,900,26900,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량900] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,1000,29000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량1000] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,2000,50000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량2000] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,3000,71000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량3000] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,4000,92000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량4000] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,5000,113000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량5000] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,6000,134000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량6000] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,7000,155000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량7000] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,8000,176000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량8000] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,9000,197000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량9000] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,40,10000,218000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량10000] + B02 면적격자[10][40]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,200,15000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량200] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,300,18500,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량300] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,400,22000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량400] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,500,25500,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량500] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,600,29000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량600] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,700,32500,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량700] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,800,36000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량800] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,900,39500,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량900] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,1000,43000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량1000] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,2000,78000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량2000] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,3000,113000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량3000] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,4000,148000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량4000] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,5000,183000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량5000] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,6000,218000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량6000] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,7000,253000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량7000] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,8000,288000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량8000] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,9000,323000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량9000] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,60,10000,358000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량10000] + B02 면적격자[10][60]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,200,16400,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량200] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,300,20600,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량300] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,400,24800,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량400] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,500,29000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량500] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,600,33200,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량600] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,700,37400,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량700] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,800,41600,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량800] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,900,45800,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량900] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,1000,50000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량1000] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,2000,92000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량2000] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,3000,134000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량3000] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,4000,176000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량4000] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,5000,218000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량5000] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,6000,260000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량6000] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,7000,302000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량7000] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,8000,344000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량8000] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,9000,386000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량9000] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,10,80,10000,428000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량10000] + B02 면적격자[10][80]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,200,12200,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량200] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,300,14300,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량300] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,400,16400,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량400] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,500,18500,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량500] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,600,20600,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량600] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,700,22700,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량700] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,800,24800,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량800] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,900,26900,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량900] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,1000,29000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량1000] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,2000,50000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량2000] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,3000,71000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량3000] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,4000,92000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량4000] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,5000,113000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량5000] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,6000,134000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량6000] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,7000,155000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량7000] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,8000,176000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량8000] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,9000,197000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량9000] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,10,10000,218000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량10000] + B02 면적격자[20][10]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,200,12200,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량200] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,300,14300,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량300] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,400,16400,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량400] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,500,18500,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량500] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,600,20600,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량600] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,700,22700,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량700] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,800,24800,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량800] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,900,26900,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량900] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,1000,29000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량1000] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,2000,50000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량2000] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,3000,71000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량3000] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,4000,92000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량4000] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,5000,113000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량5000] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,6000,134000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량6000] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,7000,155000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량7000] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,8000,176000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량8000] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,9000,197000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량9000] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,20,10000,218000,A,"price-foil-small-l1.csv B03 일반박 [등급A][수량10000] + B02 면적격자[20][20]→A"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,200,15000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량200] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,300,18500,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량300] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,400,22000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량400] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,500,25500,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량500] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,600,29000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량600] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,700,32500,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량700] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,800,36000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량800] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,900,39500,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량900] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,1000,43000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량1000] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,2000,78000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량2000] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,3000,113000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량3000] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,4000,148000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량4000] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,5000,183000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량5000] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,6000,218000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량6000] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,7000,253000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량7000] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,8000,288000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량8000] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,9000,323000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량9000] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,40,10000,358000,B,"price-foil-small-l1.csv B03 일반박 [등급B][수량10000] + B02 면적격자[20][40]→B"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,60,200,16400,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량200] + B02 면적격자[20][60]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,60,300,20600,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량300] + B02 면적격자[20][60]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,60,400,24800,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량400] + B02 면적격자[20][60]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,60,500,29000,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량500] + B02 면적격자[20][60]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,60,600,33200,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량600] + B02 면적격자[20][60]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,60,700,37400,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량700] + B02 면적격자[20][60]→C"
COMP_FOIL_PROC_SMALL_STD,PROC_000041,20,60,800,41600,C,"price-foil-small-l1.csv B03 일반박 [등급C][수량800] + B02 면적격자[20][60]→C"
